truck_brand,truck_model,truck_year,engine_model,transmission,axle_type,market_price_mex,ubication
Peterbilt,579,2002,PACCAR MX13,Eaton Fuller RTLO-16718B,52k,213000,Nayarit
Kenworth,T680,2017,Cummins ISX15,Eaton Fuller RT-8908LL,52k,648000,Baja California Sur
Kenworth,T680,2000,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,304000,Yucatán
International,9900i,2017,Cummins ISC 8.3,Allison 3000,40k,609000,Aguascalientes
Peterbilt,389,2021,Cummins X15,Eaton Fuller RTLO-16913A,52k,830000,Sinaloa
Volvo,VNM,2021,Detroit DD13,Volvo I-Shift,40k,627000,Puebla
International,ProStar,2017,MaxxForce 15,Eaton Fuller 10-speed,46k,580000,Querétaro
International,9900i,2011,Cummins ISC 8.3,Eaton Fuller 13-speed,40k,476000,Morelos
Peterbilt,579,2013,PACCAR MX13,Eaton UltraShift,46k,492000,Oaxaca
Mack,Pinnacle,2000,Mack MP10,Eaton Fuller 13-speed,52k,140000,Sonora
International,LT625,2018,MaxxForce 13,Eaton Fuller 18-speed,52k,688000,Chiapas
International,9900i,2006,Cummins ISB 6.7,Eaton Fuller 18-speed,40k,374000,Morelos
Freightliner,FLD120,2016,Mercedes MBE4000,Allison 4500RDS,46k,532000,Colima
International,9900i,2017,MaxxForce 13,Eaton Fuller 10-speed,40k,572000,Tlaxcala
Kenworth,T680,2014,PACCAR MX13,Eaton Fuller 13-speed,46k,572000,Nayarit
International,Durastar,2015,Cummins ISX15,Eaton Fuller 18-speed,52k,569000,Nayarit
Mack,Anthem,2009,Mack MP8,Eaton Fuller 13-speed,52k,221000,Oaxaca
Kenworth,T660,2005,PACCAR MX13,Eaton Fuller 13-speed,52k,341000,Hidalgo
International,ProStar,2007,Cummins ISB 6.7,Eaton Fuller 13-speed,40k,340000,Querétaro
Volvo,VNL670,2009,Volvo D13,Eaton Fuller 13-speed,52k,332000,Veracruz
Volvo,VNM,2008,Cummins ISX15,Eaton Fuller 13-speed,46k,302000,Baja California Sur
Kenworth,T800,2012,Cummins ISX15,Eaton Fuller 13-speed,52k,532000,Quintana Roo
Freightliner,Cascadia,2021,Detroit DD13,Eaton Fuller 10-speed,52k,784000,Guanajuato
Volvo,VNL760,2004,Cummins ISX15,Eaton Fuller 13-speed,46k,200000,Zacatecas
Kenworth,T680,2004,PACCAR MX11,Eaton UltraShift,46k,356000,Quintana Roo
Peterbilt,389,2020,PACCAR MX11,Eaton Fuller 18-speed,46k,875000,Morelos
Freightliner,FLD120,2006,Detroit DD15,Eaton Fuller RTLO-16913A,46k,298000,Puebla
International,LT625,2011,Cummins ISC 8.3,Eaton Fuller 18-speed,46k,468000,Nayarit
Volvo,VNL760,2007,Cummins ISX15,Volvo I-Shift,52k,300000,Colima
Kenworth,T800,2004,Cummins ISX15,Eaton Fuller RT-8908LL,52k,389000,Tabasco
Freightliner,FLD120,2018,Detroit DD15,Eaton Fuller RTLO-16913A,40k,602000,Ciudad de México
Kenworth,T800,2004,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,302000,Michoacán
Freightliner,M2 106,2011,Mercedes MBE4000,Eaton Fuller RTLO-16913A,40k,419000,Chiapas
Volvo,VNL760,2014,Volvo D13,Allison 4000,40k,415000,Estado de México
Peterbilt,389,2017,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,613000,Ciudad de México
Kenworth,T660,2005,PACCAR MX11,Eaton Fuller RTLO-16913A,46k,320000,Hidalgo
Freightliner,M2 106,2017,Cummins ISX15,Detroit DT12,46k,540000,Morelos
Volvo,VNL760,2005,Cummins ISX15,Eaton Fuller 13-speed,46k,251000,Chihuahua
International,Durastar,2013,Cummins ISX15,Eaton Fuller 13-speed,40k,512000,Guerrero
Freightliner,Cascadia,2022,Cummins ISX15,Detroit DT12,52k,770000,Oaxaca
Peterbilt,389,2001,Cummins ISX15,Eaton Fuller 18-speed,52k,194000,Durango
Mack,Pinnacle,2015,Mack MP7,Eaton Fuller 18-speed,52k,320000,Nayarit
International,9900i,2004,Cummins ISX15,Eaton Fuller 18-speed,40k,303000,Veracruz
Kenworth,T800,2017,Cummins X15,Eaton Fuller 18-speed,40k,618000,Baja California
Peterbilt,389,2003,Cummins ISX15,Eaton Fuller RTLO-16718B,46k,310000,Tlaxcala
Mack,Pinnacle,2009,Mack MP7,Eaton Fuller 18-speed,46k,219000,Morelos
Peterbilt,389,2022,PACCAR MX11,Eaton Fuller 18-speed,46k,786000,Tlaxcala
Kenworth,T660,2020,Cummins ISX15,Eaton UltraShift,46k,865000,Nayarit
Kenworth,T660,2020,Cummins ISX15,Eaton Fuller RTLO-16718B,52k,846000,Chihuahua
International,ProStar,2016,Cummins ISX15,Eaton Fuller 13-speed,52k,618000,Guanajuato
Freightliner,M2 106,2013,Mercedes MBE4000,Detroit DT12,40k,444000,Estado de México
Peterbilt,579,2001,Cummins X15,Eaton Fuller RTLO-16913A,52k,258000,Veracruz
Peterbilt,379,2010,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,450000,Coahuila
Kenworth,T800,2002,PACCAR MX11,Eaton Fuller 18-speed,40k,359000,Sonora
Volvo,VNL670,2019,Detroit DD13,Volvo I-Shift,46k,545000,Oaxaca
Freightliner,Cascadia,2005,Detroit DD13,Detroit DT12,52k,283000,Aguascalientes
Volvo,VNL670,2018,Volvo D13,Volvo I-Shift,52k,500000,Baja California Sur
Volvo,VNL760,2021,Detroit DD13,Volvo I-Shift,40k,575000,Jalisco
International,Durastar,2004,MaxxForce 13,Eaton Fuller 13-speed,46k,309000,Oaxaca
Volvo,VNL760,2006,Volvo D13,Eaton Fuller 13-speed,46k,292000,San Luis Potosí
International,ProStar,2007,MaxxForce 15,Eaton Fuller 13-speed,40k,376000,Tamaulipas
Freightliner,FLD120,2003,Detroit DD13,Allison 4500RDS,46k,231000,Michoacán
Freightliner,Cascadia,2017,Cummins X15,Eaton Fuller RTLO-16913A,40k,522000,Tamaulipas
Peterbilt,389,2017,PACCAR MX13,Eaton UltraShift,46k,613000,Jalisco
Kenworth,T370,2016,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,635000,Morelos
Volvo,VNL760,2018,Volvo D13,Eaton Fuller 10-speed,40k,497000,Nayarit
Mack,Anthem,2006,Mack MP8,Mack mDRIVE,40k,184000,Zacatecas
Kenworth,T800,2005,Cummins ISX15,Eaton Fuller 18-speed,46k,352000,Oaxaca
Freightliner,Columbia,2020,Cummins ISX15,Eaton Fuller 13-speed,46k,682000,Tlaxcala
Peterbilt,389,2015,Cummins X15,Eaton Fuller 13-speed,52k,575000,Morelos
Peterbilt,579,2008,PACCAR MX11,Eaton Fuller 18-speed,40k,411000,Baja California
Volvo,VNL670,2005,Detroit DD13,Allison 4000,46k,261000,Ciudad de México
Kenworth,T370,2005,PACCAR MX13,Eaton Fuller RTLO-16718B,52k,361000,Jalisco
Kenworth,T680,2021,Cummins ISX15,Eaton UltraShift,52k,872000,Sonora
Volvo,VNL760,2016,Cummins ISX15,Allison 4000,46k,427000,Michoacán
Mack,Pinnacle,2019,Mack MP8,Eaton Fuller 13-speed,46k,376000,Chiapas
International,Durastar,2007,Cummins ISB 6.7,Eaton Fuller 13-speed,46k,386000,Nuevo León
International,Durastar,2010,Cummins ISX15,Eaton Fuller 10-speed,52k,450000,Campeche
Mack,Pinnacle,2018,Mack MP10,Eaton Fuller 18-speed,52k,319000,Chiapas
Volvo,VNL760,2010,Cummins ISX15,Allison 4000,46k,350000,Oaxaca
International,9900i,2021,MaxxForce 15,Eaton Fuller 18-speed,46k,807000,Nuevo León
Peterbilt,579,2010,PACCAR MX13,Eaton Fuller RTLO-16718B,52k,450000,Veracruz
Freightliner,Columbia,2021,Detroit DD15,Eaton Fuller 13-speed,40k,672000,Baja California Sur
Peterbilt,579,2006,PACCAR MX11,Eaton Fuller 13-speed,52k,366000,Ciudad de México
Freightliner,FLD120,2014,Cummins ISX15,Allison 4500RDS,46k,470000,Quintana Roo
International,9900i,2013,MaxxForce 13,Eaton Fuller 10-speed,52k,494000,Baja California Sur
Freightliner,Columbia,2000,Cummins ISX15,Detroit DT12,40k,245000,Estado de México
Mack,Granite,2013,Mack MP10,Mack mDRIVE,46k,279000,Baja California
Volvo,VNL670,2006,Cummins ISX15,Allison 4000,46k,283000,Guanajuato
Mack,Granite,2018,Mack MP8,Eaton Fuller 18-speed,46k,357000,San Luis Potosí
Mack,Granite,2007,Mack MP10,Eaton Fuller 18-speed,52k,207000,Querétaro
Kenworth,T680,2011,Cummins X15,Eaton Fuller RTLO-16913A,52k,524000,Tamaulipas
Volvo,VNL760,2010,Cummins ISX15,Eaton Fuller 13-speed,52k,350000,Oaxaca
Volvo,VNL760,2017,Cummins ISX15,Eaton Fuller 13-speed,46k,441000,Querétaro
International,Durastar,2003,Cummins ISC 8.3,Eaton Fuller 10-speed,40k,320000,Baja California
Freightliner,Cascadia,2004,Detroit DD15,Eaton Fuller 10-speed,52k,278000,Veracruz
Mack,Anthem,2017,Mack MP8,Eaton Fuller 13-speed,46k,319000,Guanajuato
Mack,Anthem,2002,Mack MP10,Eaton Fuller 18-speed,46k,121000,Sonora
International,Durastar,2007,Cummins ISX15,Allison 4000,52k,385000,Hidalgo
Peterbilt,389,2008,Cummins X15,Eaton Fuller 18-speed,46k,408000,Colima
Freightliner,Cascadia,2019,Cummins X15,Detroit DT12,52k,546000,Ciudad de México
Peterbilt,389,2003,Cummins ISX15,Eaton Fuller 18-speed,52k,264000,Tamaulipas
Mack,Anthem,2015,Mack MP8,Eaton Fuller 18-speed,46k,285000,Querétaro
Kenworth,T680,2010,Cummins X15,Eaton Fuller RTLO-16718B,46k,500000,Chihuahua
Peterbilt,379,2007,Cummins X15,Eaton UltraShift,52k,358000,Veracruz
Freightliner,Cascadia,2000,Detroit DD15,Eaton Fuller RTLO-16913A,52k,233000,Coahuila
International,ProStar,2014,Cummins ISB 6.7,Allison 4000,52k,553000,Zacatecas
Peterbilt,579,2007,Cummins X15,Eaton UltraShift,40k,366000,Veracruz
Freightliner,Columbia,2008,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,356000,Jalisco
International,LT625,2002,Cummins ISB 6.7,Eaton Fuller 13-speed,46k,233000,Querétaro
Peterbilt,379,2016,PACCAR MX11,Eaton UltraShift,52k,573000,Tamaulipas
International,Durastar,2016,MaxxForce 13,Allison 3000,46k,568000,Michoacán
Kenworth,W900,2016,PACCAR MX13,Eaton Fuller 18-speed,40k,668000,Sonora
Freightliner,Columbia,2018,Detroit DD13,Allison 4500RDS,40k,551000,Oaxaca
Mack,Granite,2008,Mack MP7,Mack mDRIVE,52k,211000,Estado de México
Kenworth,T660,2016,PACCAR MX13,Eaton Fuller RT-8908LL,46k,625000,Querétaro
Volvo,VNL760,2013,Detroit DD13,Allison 4000,40k,409000,San Luis Potosí
Volvo,VNL760,2011,Detroit DD13,Volvo I-Shift,52k,369000,Chihuahua
International,9900i,2015,Cummins ISC 8.3,Eaton Fuller 18-speed,40k,578000,Sonora
Peterbilt,379,2011,Cummins ISX15,Eaton Fuller 18-speed,52k,476000,Ciudad de México
Freightliner,M2 106,2008,Detroit DD13,Eaton Fuller RTLO-16913A,40k,343000,Guerrero
International,ProStar,2011,MaxxForce 13,Eaton Fuller 13-speed,40k,470000,Yucatán
International,9900i,2014,MaxxForce 13,Allison 3000,46k,544000,Guanajuato
Mack,Pinnacle,2012,Mack MP10,Mack mDRIVE,40k,269000,Yucatán
Freightliner,FLD120,2021,Mercedes MBE4000,Allison 4500RDS,52k,795000,Sinaloa
Mack,Pinnacle,2012,Mack MP10,Mack mDRIVE,52k,261000,Nayarit
Kenworth,W900,2000,PACCAR MX11,Eaton Fuller RTLO-16913A,46k,287000,Guanajuato
Mack,Pinnacle,2015,Mack MP10,Eaton Fuller 13-speed,40k,301000,Morelos
Mack,Anthem,2017,Mack MP7,Eaton Fuller 18-speed,46k,327000,Chihuahua
Kenworth,W900,2011,Cummins X15,Eaton Fuller 13-speed,52k,517000,Morelos
Freightliner,M2 106,2011,Detroit DD13,Eaton Fuller RTLO-16913A,52k,415000,Zacatecas
International,Durastar,2019,Cummins ISX15,Eaton Fuller 13-speed,46k,658000,San Luis Potosí
Mack,Anthem,2017,Mack MP7,Eaton Fuller 13-speed,46k,341000,Oaxaca
Peterbilt,389,2011,PACCAR MX13,Eaton Fuller 13-speed,46k,472000,Tabasco
Kenworth,T680,2015,PACCAR MX11,Eaton UltraShift,46k,601000,Zacatecas
International,Durastar,2013,Cummins ISC 8.3,Eaton Fuller 13-speed,46k,519000,Estado de México
Kenworth,T800,2021,Cummins X15,Eaton Fuller RTLO-16718B,46k,773000,Ciudad de México
Mack,Pinnacle,2021,Mack MP7,Mack mDRIVE,52k,375000,Tabasco
International,9900i,2011,MaxxForce 13,Eaton Fuller 18-speed,46k,474000,Baja California Sur
Freightliner,Cascadia,2011,Cummins ISX15,Eaton Fuller 13-speed,46k,423000,Tabasco
Freightliner,FLD120,2005,Cummins ISX15,Detroit DT12,46k,255000,Jalisco
Volvo,VNL670,2007,Cummins ISX15,Allison 4000,40k,282000,Coahuila
Freightliner,Cascadia,2018,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,526000,Ciudad de México
Kenworth,W900,2012,PACCAR MX11,Eaton UltraShift,52k,543000,Aguascalientes
Volvo,VNL670,2019,Detroit DD13,Volvo I-Shift,52k,523000,Yucatán
Volvo,VNL760,2006,Volvo D13,Eaton Fuller 10-speed,46k,297000,San Luis Potosí
International,Durastar,2003,Cummins ISB 6.7,Allison 3000,40k,246000,Guerrero
Freightliner,Cascadia,2006,Detroit DD13,Eaton Fuller 10-speed,46k,333000,Ciudad de México
Volvo,VNL760,2012,Detroit DD13,Eaton Fuller 13-speed,52k,383000,Jalisco
Freightliner,FLD120,2003,Cummins ISX15,Allison 4500RDS,46k,281000,Tlaxcala
Volvo,VNL670,2016,Volvo D13,Allison 4000,52k,445000,Ciudad de México
Volvo,VNL670,2001,Volvo D13,Eaton Fuller 13-speed,52k,208000,San Luis Potosí
Freightliner,FLD120,2006,Cummins ISX15,Eaton Fuller 13-speed,40k,308000,Estado de México
Peterbilt,389,2005,PACCAR MX13,Eaton Fuller RTLO-16913A,40k,342000,Tlaxcala
Kenworth,T660,2000,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,308000,Chihuahua
International,Durastar,2000,MaxxForce 13,Allison 4000,40k,256000,Oaxaca
Peterbilt,389,2008,PACCAR MX11,Eaton Fuller 18-speed,40k,415000,Quintana Roo
International,ProStar,2020,MaxxForce 13,Allison 4000,40k,783000,Baja California
International,LT625,2019,Cummins ISC 8.3,Allison 4000,46k,642000,Chiapas
Freightliner,FLD120,2006,Cummins X15,Detroit DT12,46k,282000,San Luis Potosí
Volvo,VNL760,2015,Cummins ISX15,Allison 4000,40k,463000,Tamaulipas
Peterbilt,579,2018,PACCAR MX13,Eaton Fuller RTLO-16718B,52k,582000,Querétaro
Freightliner,Columbia,2013,Detroit DD13,Eaton Fuller 13-speed,40k,448000,Aguascalientes
Volvo,VNM,2013,Detroit DD13,Eaton Fuller 10-speed,52k,399000,Yucatán
Peterbilt,379,2013,Cummins X15,Eaton Fuller 13-speed,40k,517000,Estado de México
Kenworth,T370,2022,Cummins X15,Eaton Fuller RT-8908LL,40k,930000,Sinaloa
International,LT625,2003,Cummins ISB 6.7,Eaton Fuller 18-speed,52k,328000,Quintana Roo
Kenworth,T370,2004,PACCAR MX11,Eaton Fuller RTLO-16913A,46k,310000,Nayarit
Kenworth,T370,2014,PACCAR MX11,Eaton Fuller RT-8908LL,46k,607000,Tlaxcala
Peterbilt,389,2000,Cummins X15,Eaton Fuller 13-speed,46k,288000,Guanajuato
International,LT625,2017,Cummins ISX15,Allison 3000,52k,667000,Aguascalientes
Kenworth,T680,2008,Cummins X15,Eaton Fuller 18-speed,40k,439000,Durango
Mack,Pinnacle,2002,Mack MP10,Eaton Fuller 18-speed,46k,167000,Baja California Sur
Peterbilt,379,2012,Cummins X15,Eaton Fuller 13-speed,46k,497000,Chihuahua
Freightliner,Columbia,2006,Detroit DD15,Eaton Fuller RTLO-16913A,40k,310000,San Luis Potosí
International,LT625,2010,MaxxForce 15,Eaton Fuller 13-speed,40k,450000,Estado de México
Kenworth,T680,2000,Cummins ISX15,Eaton Fuller RTLO-16718B,40k,218000,Oaxaca
Volvo,VNM,2011,Cummins ISX15,Allison 4000,46k,362000,Aguascalientes
Kenworth,W900,2004,Cummins ISX15,Eaton Fuller 13-speed,52k,297000,Quintana Roo
Volvo,VNL760,2001,Cummins ISX15,Eaton Fuller 13-speed,40k,169000,Morelos
Peterbilt,379,2004,PACCAR MX13,Eaton Fuller RTLO-16718B,46k,321000,Ciudad de México
Volvo,VNM,2002,Cummins ISX15,Eaton Fuller 10-speed,46k,212000,Hidalgo
Freightliner,Columbia,2009,Detroit DD15,Eaton Fuller 13-speed,40k,372000,San Luis Potosí
Freightliner,Columbia,2016,Cummins X15,Eaton Fuller 13-speed,40k,517000,Querétaro
Kenworth,T660,2008,Cummins X15,Eaton Fuller 18-speed,52k,450000,Campeche
Volvo,VNL670,2008,Cummins ISX15,Eaton Fuller 13-speed,46k,322000,Estado de México
Mack,Pinnacle,2015,Mack MP8,Eaton Fuller 18-speed,52k,290000,Michoacán
Kenworth,T800,2004,Cummins ISX15,Eaton Fuller RT-8908LL,46k,387000,Chiapas
Freightliner,Columbia,2007,Mercedes MBE4000,Allison 4500RDS,40k,311000,Baja California
International,9900i,2017,Cummins ISX15,Eaton Fuller 10-speed,46k,571000,San Luis Potosí
Volvo,VNL670,2012,Cummins ISX15,Volvo I-Shift,52k,392000,San Luis Potosí
Kenworth,T680,2018,PACCAR MX13,Eaton Fuller 13-speed,52k,771000,Sinaloa
Freightliner,Cascadia,2009,Mercedes MBE4000,Detroit DT12,52k,364000,Jalisco
Volvo,VNL670,2021,Volvo D13,Eaton Fuller 10-speed,52k,545000,San Luis Potosí
Kenworth,T680,2008,Cummins X15,Eaton Fuller 18-speed,40k,453000,Aguascalientes
Mack,Anthem,2001,Mack MP7,Eaton Fuller 13-speed,40k,104000,Sonora
International,ProStar,2014,MaxxForce 15,Allison 3000,40k,556000,Tamaulipas
Mack,Pinnacle,2007,Mack MP8,Eaton Fuller 13-speed,40k,202000,Tlaxcala
Freightliner,Columbia,2006,Detroit DD15,Detroit DT12,52k,306000,Puebla
International,9900i,2019,MaxxForce 15,Eaton Fuller 10-speed,46k,734000,Tamaulipas
Kenworth,T680,2006,PACCAR MX13,Eaton Fuller RTLO-16718B,46k,391000,Oaxaca
Kenworth,T370,2015,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,607000,Quintana Roo
Peterbilt,579,2016,PACCAR MX11,Eaton UltraShift,46k,599000,Estado de México
Peterbilt,579,2016,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,569000,Coahuila
Peterbilt,389,2004,PACCAR MX11,Eaton Fuller RTLO-16913A,52k,272000,Oaxaca
Freightliner,Cascadia,2000,Cummins X15,Eaton Fuller 10-speed,46k,168000,Sonora
Kenworth,W900,2009,PACCAR MX11,Eaton Fuller RT-8908LL,46k,461000,Veracruz
Freightliner,Columbia,2001,Detroit DD15,Eaton Fuller 10-speed,40k,242000,Puebla
Freightliner,Cascadia,2014,Mercedes MBE4000,Eaton Fuller 10-speed,46k,470000,Hidalgo
Peterbilt,379,2005,Cummins ISX15,Eaton Fuller 18-speed,40k,283000,Estado de México
Volvo,VNL760,2017,Cummins ISX15,Eaton Fuller 13-speed,46k,517000,Veracruz
Peterbilt,379,2009,Cummins ISX15,Eaton Fuller 13-speed,40k,423000,Tlaxcala
International,LT625,2014,MaxxForce 13,Eaton Fuller 18-speed,40k,508000,Nuevo León
Volvo,VNM,2015,Cummins ISX15,Volvo I-Shift,52k,428000,Zacatecas
Mack,Anthem,2018,Mack MP10,Eaton Fuller 13-speed,46k,319000,Colima
Volvo,VNL670,2001,Cummins ISX15,Allison 4000,40k,214000,Tamaulipas
Kenworth,T370,2020,Cummins X15,Eaton UltraShift,46k,823000,Coahuila
Mack,Granite,2007,Mack MP8,Mack mDRIVE,40k,206000,Aguascalientes
International,Durastar,2009,Cummins ISX15,Allison 3000,40k,429000,Morelos
Freightliner,FLD120,2008,Cummins ISX15,Allison 4500RDS,46k,354000,Oaxaca
Freightliner,Cascadia,2021,Detroit DD15,Eaton Fuller RTLO-16913A,46k,739000,Zacatecas
Volvo,VNM,2007,Detroit DD13,Eaton Fuller 10-speed,52k,307000,Guanajuato
Kenworth,W900,2016,PACCAR MX11,Eaton Fuller RT-8908LL,40k,698000,Veracruz
International,ProStar,2010,Cummins ISB 6.7,Eaton Fuller 18-speed,40k,450000,Jalisco
Mack,Pinnacle,2019,Mack MP10,Eaton Fuller 13-speed,52k,399000,Veracruz
Peterbilt,579,2019,Cummins X15,Eaton Fuller 13-speed,52k,696000,Guerrero
International,9900i,2008,Cummins ISC 8.3,Eaton Fuller 13-speed,46k,411000,Durango
International,LT625,2018,Cummins ISX15,Eaton Fuller 10-speed,40k,614000,Guerrero
Volvo,VNL760,2009,Cummins ISX15,Eaton Fuller 13-speed,40k,326000,Sonora
Mack,Anthem,2015,Mack MP10,Mack mDRIVE,40k,284000,San Luis Potosí
Volvo,VNL760,2014,Cummins ISX15,Volvo I-Shift,52k,398000,Coahuila
Volvo,VNL760,2015,Detroit DD13,Volvo I-Shift,40k,428000,Yucatán
Kenworth,T800,2021,PACCAR MX13,Eaton UltraShift,52k,942000,Guanajuato
Mack,Pinnacle,2013,Mack MP8,Mack mDRIVE,40k,272000,Veracruz
International,LT625,2013,MaxxForce 13,Allison 3000,52k,525000,Tlaxcala
Kenworth,W900,2021,Cummins X15,Eaton Fuller RTLO-16913A,52k,937000,Baja California
Kenworth,T660,2001,PACCAR MX13,Eaton Fuller 18-speed,52k,277000,Tlaxcala
Mack,Anthem,2019,Mack MP7,Eaton Fuller 18-speed,40k,375000,Querétaro
Mack,Granite,2003,Mack MP8,Eaton Fuller 18-speed,40k,128000,Nayarit
Kenworth,T660,2010,PACCAR MX13,Eaton Fuller 18-speed,52k,500000,Nuevo León
Kenworth,T370,2014,Cummins ISX15,Eaton Fuller 18-speed,52k,608000,Guanajuato
Volvo,VNM,2008,Cummins ISX15,Volvo I-Shift,52k,316000,Sonora
Peterbilt,579,2015,PACCAR MX13,Eaton UltraShift,52k,593000,Nuevo León
Kenworth,W900,2000,PACCAR MX11,Eaton Fuller RT-8908LL,40k,241000,Guerrero
Volvo,VNM,2010,Cummins ISX15,Allison 4000,40k,350000,San Luis Potosí
International,Durastar,2008,MaxxForce 15,Allison 3000,46k,395000,Colima
Peterbilt,389,2017,PACCAR MX11,Eaton Fuller 13-speed,40k,633000,Yucatán
International,ProStar,2010,MaxxForce 13,Eaton Fuller 13-speed,46k,450000,Yucatán
Kenworth,T800,2019,Cummins X15,Eaton Fuller RTLO-16913A,46k,676000,Aguascalientes
Peterbilt,579,2004,PACCAR MX13,Eaton Fuller 18-speed,52k,323000,Quintana Roo
Mack,Granite,2015,Mack MP7,Eaton Fuller 13-speed,46k,317000,Hidalgo
Freightliner,Cascadia,2015,Detroit DD15,Eaton Fuller 10-speed,46k,473000,Tlaxcala
Peterbilt,389,2001,Cummins ISX15,Eaton Fuller RTLO-16718B,52k,262000,Quintana Roo
International,Durastar,2003,Cummins ISC 8.3,Eaton Fuller 13-speed,40k,331000,Aguascalientes
Kenworth,T660,2016,Cummins ISX15,Eaton Fuller 13-speed,52k,649000,Guerrero
International,Durastar,2012,Cummins ISX15,Eaton Fuller 18-speed,46k,478000,Jalisco
Peterbilt,579,2019,Cummins X15,Eaton Fuller 13-speed,40k,594000,Morelos
Freightliner,FLD120,2004,Mercedes MBE4000,Eaton Fuller RTLO-16913A,52k,287000,Chihuahua
Mack,Anthem,2013,Mack MP10,Eaton Fuller 13-speed,46k,269000,Oaxaca
Freightliner,Cascadia,2009,Detroit DD15,Allison 4500RDS,52k,370000,Tamaulipas
Peterbilt,389,2010,Cummins ISX15,Eaton UltraShift,40k,450000,San Luis Potosí
International,9900i,2014,MaxxForce 13,Eaton Fuller 13-speed,40k,513000,Tamaulipas
Volvo,VNL670,2007,Cummins ISX15,Allison 4000,52k,306000,Sonora
Kenworth,T660,2017,Cummins ISX15,Eaton Fuller RTLO-16718B,52k,675000,Nayarit
Mack,Granite,2006,Mack MP10,Eaton Fuller 13-speed,46k,169000,Estado de México
Kenworth,T660,2012,PACCAR MX11,Eaton Fuller RT-8908LL,52k,545000,Aguascalientes
International,LT625,2002,Cummins ISC 8.3,Allison 4000,40k,234000,Zacatecas
Kenworth,W900,2020,PACCAR MX11,Eaton Fuller RTLO-16718B,52k,865000,Hidalgo
Mack,Anthem,2004,Mack MP8,Eaton Fuller 13-speed,46k,154000,Nayarit
Peterbilt,579,2020,Cummins X15,Eaton Fuller 18-speed,46k,721000,Hidalgo
Volvo,VNM,2011,Detroit DD13,Eaton Fuller 10-speed,40k,364000,Tabasco
Freightliner,Cascadia,2013,Detroit DD15,Eaton Fuller 10-speed,46k,446000,Tlaxcala
International,ProStar,2003,MaxxForce 15,Eaton Fuller 10-speed,52k,272000,Baja California Sur
Kenworth,T660,2016,PACCAR MX11,Eaton Fuller RTLO-16718B,52k,650000,Tabasco
Mack,Anthem,2015,Mack MP10,Eaton Fuller 18-speed,52k,284000,Campeche
Peterbilt,379,2007,PACCAR MX11,Eaton Fuller RTLO-16718B,52k,360000,San Luis Potosí
Freightliner,Columbia,2013,Detroit DD13,Detroit DT12,52k,456000,Veracruz
Peterbilt,379,2019,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,630000,Quintana Roo
Mack,Granite,2008,Mack MP10,Eaton Fuller 18-speed,40k,219000,Sinaloa
Peterbilt,379,2014,PACCAR MX11,Eaton UltraShift,52k,525000,Tamaulipas
Mack,Anthem,2008,Mack MP8,Mack mDRIVE,46k,212000,San Luis Potosí
Kenworth,T370,2006,Cummins X15,Eaton Fuller RTLO-16718B,40k,396000,Tabasco
International,ProStar,2002,MaxxForce 15,Eaton Fuller 10-speed,52k,229000,Baja California
International,LT625,2004,Cummins ISX15,Eaton Fuller 13-speed,40k,318000,San Luis Potosí
Kenworth,T660,2010,PACCAR MX11,Eaton UltraShift,46k,500000,Estado de México
Freightliner,FLD120,2016,Cummins X15,Eaton Fuller RTLO-16913A,40k,547000,Guerrero
Peterbilt,389,2000,PACCAR MX11,Eaton UltraShift,46k,201000,San Luis Potosí
Volvo,VNM,2017,Cummins ISX15,Allison 4000,52k,459000,Sonora
International,9900i,2001,MaxxForce 15,Eaton Fuller 13-speed,46k,270000,Morelos
International,ProStar,2000,MaxxForce 13,Eaton Fuller 10-speed,46k,291000,Sinaloa
Peterbilt,579,2004,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,296000,Sinaloa
Kenworth,T660,2011,PACCAR MX13,Eaton UltraShift,40k,522000,Aguascalientes
Freightliner,Columbia,2002,Detroit DD13,Eaton Fuller 13-speed,52k,191000,Tlaxcala
Kenworth,T660,2013,Cummins X15,Eaton Fuller 18-speed,40k,548000,Morelos
